Make,MakeModel,MMCode,Variant,Regyear
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025870,N 4000 (FT),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025870,N 4000 (FT),1998
ISUZU,ISUZU TLD,28028250,TLD 24,1980
ISUZU,ISUZU TLD,28028250,TLD 24,1981
ISUZU,ISUZU TLD,28028250,TLD 24,1982
ISUZU,ISUZU TLD,28028250,TLD 24,1983
ISUZU,ISUZU TLD,28028250,TLD 24,2007
ISUZU,ISUZU TLD,28028500,TLD 44,1980
ISUZU,ISUZU TLD,28028500,TLD 44,1981
ISUZU,ISUZU TLD,28028500,TLD 44,1982
ISUZU,ISUZU TLD,28028500,TLD 44,1983
ISUZU,ISUZU TLD,28028500,TLD 44,2007
ISUZU,ISUZU TLD,28028750,TLD 54,1980
ISUZU,ISUZU TLD,28028750,TLD 54,1981
ISUZU,ISUZU TLD,28028750,TLD 54,1982
ISUZU,ISUZU TLD,28028750,TLD 54,1983
ISUZU,ISUZU TLD,28028750,TLD 54,1984
ISUZU,ISUZU TLD,28028875,TLD 54 A,1983
ISUZU,ISUZU TLD,28028875,TLD 54 A,1984
ISUZU,ISUZU TLD,28028875,TLD 54 A,1985
ISUZU,ISUZU TLD,28028875,TLD 54 A,1986
ISUZU,ISUZU TXD,28035333,TXD 45,1980
ISUZU,ISUZU TXD,28035333,TXD 45,1981
ISUZU,ISUZU TXD,28035333,TXD 45,1982
ISUZU,ISUZU TXD,28035667,TXD 53/55,1980
ISUZU,ISUZU TXD,28035667,TXD 53/55,1981
ISUZU,ISUZU TXD,28035667,TXD 53/55,1982
ISUZU,ISUZU TXD,28035667,TXD 53/55,1983
ISUZU,ISUZU TXD,28035667,TXD 53/55,2007
ISUZU,ISUZU TXD,28035833,TXD 55 A,1983
ISUZU,ISUZU TXD,28035833,TXD 55 A,1984
ISUZU,ISUZU TXD,28035833,TXD 55 A,1985
ISUZU,ISUZU TXD,28035833,TXD 55 A,1986
ISUZU,ISUZU SBR,28042200,SBR 422,1980
ISUZU,ISUZU SBR,28042200,SBR 422,1981
ISUZU,ISUZU SBR,28042200,SBR 422,1982
ISUZU,ISUZU SBR,28042200,SBR 422,1983
ISUZU,ISUZU SBR,28042200,SBR 422,2007
ISUZU,ISUZU SBR,28042400,SBR 422 A,1982
ISUZU,ISUZU SBR,28042400,SBR 422 A,1983
ISUZU,ISUZU SBR,28042400,SBR 422 A,1984
ISUZU,ISUZU SBR,28042400,SBR 422 A,1985
ISUZU,ISUZU SBR,28042400,SBR 422 A,1986
ISUZU,ISUZU SBR,28042600,SBR 422 B,1981
ISUZU,ISUZU SBR,28042600,SBR 422 B,1982
ISUZU,ISUZU SBR,28042600,SBR 422 B,1983
ISUZU,ISUZU SBR,28042600,SBR 422 B,2007
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1982
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1983
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1984
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1985
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1986
ISUZU,ISUZU FSR,28045300,FSR 49 H,1987
ISUZU,ISUZU FSR,28045300,FSR 49 H,1988
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1986
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1987
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1988
ISUZU,ISUZU FSR,28045600,FTR 49 L,1986
ISUZU,ISUZU FSR,28045600,FTR 49 L,1987
ISUZU,ISUZU FSR,28045600,FTR 49 L,1988
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2008
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1988
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1989
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1990
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1990
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1991
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1992
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1993
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1994
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1995
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1996
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1997
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1997
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1998
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1999
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2000
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2001
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2002
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2003
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2004
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2005
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2006
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2007
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2008
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1988
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1989
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1990
ISUZU,ISUZU 5000-9000,28047312,F 6500,1990
ISUZU,ISUZU 5000-9000,28047312,F 6500,1991
ISUZU,ISUZU 5000-9000,28047312,F 6500,1992
ISUZU,ISUZU 5000-9000,28047312,F 6500,1993
ISUZU,ISUZU 5000-9000,28047312,F 6500,1994
ISUZU,ISUZU 5000-9000,28047312,F 6500,1995
ISUZU,ISUZU 5000-9000,28047312,F 6500,1996
ISUZU,ISUZU 5000-9000,28047312,F 6500,1997
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1988
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1989
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1990
ISUZU,ISUZU 5000-9000,28047437,F 8000,1990
ISUZU,ISUZU 5000-9000,28047437,F 8000,1991
ISUZU,ISUZU 5000-9000,28047437,F 8000,1992
ISUZU,ISUZU 5000-9000,28047437,F 8000,1993
ISUZU,ISUZU 5000-9000,28047437,F 8000,1994
ISUZU,ISUZU 5000-9000,28047437,F 8000,1995
ISUZU,ISUZU 5000-9000,28047437,F 8000,1996
ISUZU,ISUZU 5000-9000,28047437,F 8000,1997
ISUZU,ISUZU 5000-9000,28047444,FSR 700,1997
ISUZU,ISUZU 5000-9000,28047444,FSR 700,1998
ISUZU,ISUZU 5000-9000,28047444,FSR 700,1999
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2000
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2001
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2002
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2003
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2004
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2005
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2006
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2007
ISUZU,ISUZU 5000-9000,28047444,FSR 700,2008
ISUZU,ISUZU 5000-9000,28047500,F 8000 (FN),1988
ISUZU,ISUZU 5000-9000,28047500,F 8000 (FN),1989
ISUZU,ISUZU 5000-9000,28047500,F 8000 (FN),1990
ISUZU,ISUZU 5000-9000,28047562,F 8000,1990
ISUZU,ISUZU 5000-9000,28047562,F 8000,1991
ISUZU,ISUZU 5000-9000,28047562,F 8000,1992
ISUZU,ISUZU 5000-9000,28047562,F 8000,1993
ISUZU,ISUZU 5000-9000,28047562,F 8000,1994
ISUZU,ISUZU 5000-9000,28047562,F 8000,1995
ISUZU,ISUZU 5000-9000,28047562,F 8000,1996
ISUZU,ISUZU 5000-9000,28047562,F 8000,1997
ISUZU,ISUZU 5000-9000,28047580,FTR 800,1997
ISUZU,ISUZU 5000-9000,28047580,FTR 800,1998
ISUZU,ISUZU 5000-9000,28047580,FTR 800,1999
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2000
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2001
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2002
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2003
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2004
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2005
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2006
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2007
ISUZU,ISUZU 5000-9000,28047580,FTR 800,2008
ISUZU,ISUZU 5000-9000,28047625,F 8000 (FT),1988
ISUZU,ISUZU 5000-9000,28047625,F 8000 (FT),1989
ISUZU,ISUZU 5000-9000,28047625,F 8000 (FT),1990
ISUZU,ISUZU 5000-9000,28047687,F 8000,1990
ISUZU,ISUZU 5000-9000,28047687,F 8000,1991
ISUZU,ISUZU 5000-9000,28047687,F 8000,1992
ISUZU,ISUZU 5000-9000,28047687,F 8000,1993
ISUZU,ISUZU 5000-9000,28047687,F 8000,1994
ISUZU,ISUZU 5000-9000,28047687,F 8000,1995
ISUZU,ISUZU 5000-9000,28047687,F 8000,1996
ISUZU,ISUZU 5000-9000,28047687,F 8000,1997
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,1997
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,1998
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,1999
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2000
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2001
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2002
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2003
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2004
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2005
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2006
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2007
ISUZU,ISUZU 5000-9000,28047700,FTR 800 TURBO,2008
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2002
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2003
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2004
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2005
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2006
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2007
ISUZU,ISUZU 5000-9000,28047715,FTR 800 TIP,2008
ISUZU,ISUZU 5000-9000,28047750,F 9000 (TT),1988
ISUZU,ISUZU 5000-9000,28047750,F 9000 (TT),1989
ISUZU,ISUZU 5000-9000,28047750,F 9000 (TT),1990
ISUZU,ISUZU 5000-9000,28047812,F 9000,1990
ISUZU,ISUZU 5000-9000,28047812,F 9000,1991
ISUZU,ISUZU 5000-9000,28047812,F 9000,1992
ISUZU,ISUZU 5000-9000,28047812,F 9000,1993
ISUZU,ISUZU 5000-9000,28047812,F 9000,1994
ISUZU,ISUZU 5000-9000,28047812,F 9000,1995
ISUZU,ISUZU 5000-9000,28047812,F 9000,1996
ISUZU,ISUZU 5000-9000,28047812,F 9000,1997
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,1997
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,1998
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,1999
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2000
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2001
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2002
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2003
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2004
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2005
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2006
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2007
ISUZU,ISUZU 5000-9000,28047820,FVR 900 TURBO,2008
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2002
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2003
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2004
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2005
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2006
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2007
ISUZU,ISUZU 5000-9000,28047840,GVR 2300 TURBO,2008
ISUZU,ISUZU 5000-9000,28047875,F 9000 FT,1988
ISUZU,ISUZU 5000-9000,28047875,F 9000 FT,1989
ISUZU,ISUZU 5000-9000,28047875,F 9000 FT,1990
ISUZU,ISUZU 5000-9000,28047935,F 9000,1990
ISUZU,ISUZU 5000-9000,28047935,F 9000,1991
ISUZU,ISUZU 5000-9000,28047935,F 9000,1992
ISUZU,ISUZU 5000-9000,28047935,F 9000,1993
ISUZU,ISUZU 5000-9000,28047935,F 9000,1994
ISUZU,ISUZU 5000-9000,28047935,F 9000,1995
ISUZU,ISUZU 5000-9000,28047935,F 9000,1996
ISUZU,ISUZU 5000-9000,28047935,F 9000,1997
ISUZU,ISUZU 5000-9000,28047936,F 9500,1996
ISUZU,ISUZU 5000-9000,28047936,F 9500,1997
ISUZU,ISUZU 5000-9000,28047940,FVR 2200 TURBO,1997
ISUZU,ISUZU 5000-9000,28047940,FVR 2200 TURBO,1998
ISUZU,ISUZU 5000-9000,28047940,FVR 2200 TURBO,1999
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2002
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2003
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2004
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2005
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2006
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2007
ISUZU,ISUZU 5000-9000,28047960,FTM 1200 TURBO,2008
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,1998
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,1999
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2000
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2001
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2002
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2003
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2004
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2005
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2006
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2007
ISUZU,ISUZU 5000-9000,28047980,FVZ 1400 TURBO,2008
ISUZU,ISUZU 5000-9000,28047990,FVZ 1600 T,2006
ISUZU,ISUZU 5000-9000,28047990,FVZ 1600 T,2007
ISUZU,ISUZU 5000-9000,28047990,FVZ 1600 T,2008
ISUZU,ISUZU JCR,28049167,JCR 360,1981
ISUZU,ISUZU JCR,28049167,JCR 360,1982
ISUZU,ISUZU JCR,28049167,JCR 360,1983
ISUZU,ISUZU JCR,28049167,JCR 360,2007
ISUZU,ISUZU JCR,28049333,JCR 360 TA,1982
ISUZU,ISUZU JCR,28049333,JCR 360 TA,1983
ISUZU,ISUZU JCR,28049333,JCR 360 TA,1984
ISUZU,ISUZU JCR,28049500,JCR 360 TA,1982
ISUZU,ISUZU JCR,28049500,JCR 360 TA,1983
ISUZU,ISUZU JCR,28049500,JCR 360 TA,1984
ISUZU,ISUZU JCR,28049500,JCR 360 TA,1985
ISUZU,ISUZU JCR,28049500,JCR 360 TA,1986
ISUZU,ISUZU JCR,28049667,JCR 500,1980
ISUZU,ISUZU JCR,28049667,JCR 500,1981
ISUZU,ISUZU JCR,28049667,JCR 500,1982
ISUZU,ISUZU JCR,28049667,JCR 500,1983
ISUZU,ISUZU JCR,28049667,JCR 500,2007
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1982
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1983
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1984
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1985
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1986
ISUZU,ISUZU JCR,28049833,JCR 500 TA,1987
ISUZU,ISUZU FRONTIER AND RELAY,28050100,FRONTIER 280DT 4x2 LE,1998
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,1998
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,1999
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,2000
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,2001
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,2002
ISUZU,ISUZU FRONTIER AND RELAY,28050160,FRONTIER 280DT 4x2 LX,2003
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,1998
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,1999
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,2000
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,2001
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,2002
ISUZU,ISUZU FRONTIER AND RELAY,28050200,FRONTIER 280DT 4x4 LX,2003
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,1998
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,1999
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,2000
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,2001
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,2002
ISUZU,ISUZU FRONTIER AND RELAY,28050250,FRONTIER 320 4x2 LX,2003
ISUZU,ISUZU FRONTIER AND RELAY,28050280,FRONTIER 320 4x4 LX,1998
ISUZU,ISUZU FRONTIER AND RELAY,28050280,FRONTIER 320 4x4 LX,1999
ISUZU,ISUZU FRONTIER AND RELAY,28050280,FRONTIER 320 4x4 LX,2000
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1986
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1987
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1988
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1989
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1990
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1991
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1992
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1993
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1994
ISUZU,ISUZU FRONTIER AND RELAY,28050333,RELAY BUS,1995
ISUZU,ISUZU FTR,28052200,FTR 49 FT,1986
ISUZU,ISUZU FTR,28052200,FTR 49 FT,1987
ISUZU,ISUZU FTR,28052200,FTR 49 FT,1988
ISUZU,ISUZU FTR,28052600,FTR 49 LT,1986
ISUZU,ISUZU FTR,28052600,FTR 49 LT,1987
ISUZU,ISUZU FTR,28052600,FTR 49 LT,1988
ISUZU,ISUZU SPZ,28056333,SPZ 451,1981
ISUZU,ISUZU SPZ,28056333,SPZ 451,1982
ISUZU,ISUZU SPZ,28056333,SPZ 451,1983
ISUZU,ISUZU SPZ,28056333,SPZ 451,2007
ISUZU,ISUZU VPZ,28063500,VPZ 441 S,1981
ISUZU,ISUZU VPZ,28063500,VPZ 441 S,1982
ISUZU,ISUZU VPZ,28063500,VPZ 441 S,1983
ISUZU,ISUZU VPZ,28063500,VPZ 441 S,2007
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,1995
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,1996
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,1997
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,1998
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,1999
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,2000
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,2001
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,2002
ISUZU,ISUZU TROOPER,28068300,TROOPER 3.2 S/W,2003
ISUZU,ISUZU EXZ,28073200,EXZ 49 JT,1986
ISUZU,ISUZU EXZ,28073200,EXZ 49 JT,1987
ISUZU,ISUZU EXZ,28073200,EXZ 49 JT,1988
ISUZU,ISUZU EXZ,28073400,CVR 49 N,1987
ISUZU,ISUZU EXZ,28073400,CVR 49 N,1988
ISUZU,ISUZU EXZ,28073600,CXZ 49 Q,1987
ISUZU,ISUZU EXZ,28073600,CXZ 49 Q,1988
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080200,EXR 49 ET,1984
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080200,EXR 49 ET,1985
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080200,EXR 49 ET,1986
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080200,EXR 49 ET,1987
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080200,EXR 49 ET,1988
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080600,CXZ 49 QT,1986
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080600,CXZ 49 QT,1987
ISUZU,ISUZU BIG TRUCKS AND TROOPER,28080600,CXZ 49 QT,1988
IVECO,IVECO DAILY,28515200,35S12V8,2007
IVECO,IVECO DAILY,28515200,35S12V8,2008
IVECO,IVECO DAILY,28515240,35S12V10,2007
IVECO,IVECO DAILY,28515240,35S12V10,2008
IVECO,IVECO DAILY,28515280,35S15V12,2007
IVECO,IVECO DAILY,28515280,35S15V12,2008
IVECO,IVECO DAILY,28515340,50C15,2007
IVECO,IVECO DAILY,28515340,50C15,2008
IVECO,IVECO DAILY,28515380,50C15V8,2007
IVECO,IVECO DAILY,28515380,50C15V8,2008
IVECO,IVECO DAILY,28515400,50C15V12,2007
IVECO,IVECO DAILY,28515400,50C15V12,2008
IVECO,IVECO DAILY,28515420,50C15V15,2007
IVECO,IVECO DAILY,28515420,50C15V15,2008
IVECO,IVECO DAILY,28515440,50C18V15,2007
IVECO,IVECO DAILY,28515440,50C18V15,2008
IVECO,IVECO DAILY,28515460,65C15,2007
IVECO,IVECO DAILY,28515460,65C15,2008
IVECO,IVECO DAILY,28515480,65C15D,2007
IVECO,IVECO DAILY,28515480,65C15D,2008
IVECO,IVECO DAILY,28515500,65C18,2007
IVECO,IVECO DAILY,28515500,65C18,2008
IVECO,IVECO DAILY,28515520,65C18D,2007
IVECO,IVECO DAILY,28515520,65C18D,2008
IVECO,IVECO TURBO DAILY,28520200,TURBODAILY 49.10,1995
